prompt_idx,prompt,config,seed,clip_sim,ssim,lpips,gen_time_s,video_path
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",Baseline,42,35.5000114440918,0.9884643879460727,0.020231363277330442,518.8617861270905,results/videos/p0_Baseline_42.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",Baseline,123,35.9525260925293,0.9914399249923834,0.011234750100239008,518.4931538105011,results/videos/p0_Baseline_123.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",Baseline,456,30.386287689208984,0.9910869046626609,0.01610782563134476,512.0128483772278,results/videos/p0_Baseline_456.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",A: Scheduler Only,42,35.11012649536133,0.9768147712854832,0.025938529452240025,513.1342539787292,results/videos/p0_A_Scheduler_Only_42.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",A: Scheduler Only,123,34.651180267333984,0.9915455995798043,0.011659889619935441,507.4715642929077,results/videos/p0_A_Scheduler_Only_123.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",A: Scheduler Only,456,32.485130310058594,0.9909168747024292,0.01624091928479848,512.3916618824005,results/videos/p0_A_Scheduler_Only_456.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",B: Neg Prompt Only,42,35.38005447387695,0.9664631493429681,0.029765315923011966,512.785425901413,results/videos/p0_B_Neg_Prompt_Only_42.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",B: Neg Prompt Only,123,33.73712158203125,0.9909217120237005,0.013155906047258113,516.469114780426,results/videos/p0_B_Neg_Prompt_Only_123.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",B: Neg Prompt Only,456,34.763126373291016,0.9880824772470902,0.01885048588047977,512.3759117126465,results/videos/p0_B_Neg_Prompt_Only_456.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",C: Guidance Only,42,36.01190185546875,0.9824812289910388,0.024773448222765216,520.0534446239471,results/videos/p0_C_Guidance_Only_42.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",C: Guidance Only,123,36.67223358154297,0.9877234861039914,0.012463460564268407,510.37940764427185,results/videos/p0_C_Guidance_Only_123.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",C: Guidance Only,456,34.34895324707031,0.9887344412368975,0.014976107825835546,510.46982765197754,results/videos/p0_C_Guidance_Only_456.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",D: All Combined,42,34.35594177246094,0.9640481047709356,0.02920457415489687,509.8105444908142,results/videos/p0_D_All_Combined_42.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",D: All Combined,123,35.31930160522461,0.9904578737021439,0.010630843272708633,510.877888917923,results/videos/p0_D_All_Combined_123.mp4
0,"A camel moving in the desert with pyramids in the background, dramatic sunset",D: All Combined,456,34.192543029785156,0.9869938497014424,0.019536782883935504,512.0742712020874,results/videos/p0_D_All_Combined_456.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",Baseline,42,33.0731315612793,0.8202931474938422,0.17840714283563472,511.9025390148163,results/videos/p1_Baseline_42.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",Baseline,123,34.248958587646484,0.7347555625212293,0.1594162543338758,515.3751149177551,results/videos/p1_Baseline_123.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",Baseline,456,33.69643020629883,0.9557393876277926,0.030589438767896757,511.61836671829224,results/videos/p1_Baseline_456.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",A: Scheduler Only,42,32.072349548339844,0.8231632207127801,0.171736307097254,509.03705382347107,results/videos/p1_A_Scheduler_Only_42.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",A: Scheduler Only,123,34.687110900878906,0.8866176261759767,0.06873614699752242,513.4034976959229,results/videos/p1_A_Scheduler_Only_123.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",A: Scheduler Only,456,34.38343811035156,0.9559376423698359,0.028344796004670637,508.13079857826233,results/videos/p1_A_Scheduler_Only_456.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",B: Neg Prompt Only,42,35.382362365722656,0.7966138435288511,0.16335851395571674,511.1563768386841,results/videos/p1_B_Neg_Prompt_Only_42.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",B: Neg Prompt Only,123,34.588287353515625,0.9123702453005049,0.06617234117799888,509.475218296051,results/videos/p1_B_Neg_Prompt_Only_123.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",B: Neg Prompt Only,456,36.17289352416992,0.9542794329203981,0.03307777318965505,512.0153141021729,results/videos/p1_B_Neg_Prompt_Only_456.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",C: Guidance Only,42,30.528060913085938,0.8406380394682417,0.19805843621078464,509.81266951560974,results/videos/p1_C_Guidance_Only_42.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",C: Guidance Only,123,34.10928726196289,0.7495529946416885,0.23779571442692368,510.03487277030945,results/videos/p1_C_Guidance_Only_123.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",C: Guidance Only,456,37.25608444213867,0.9549998230150032,0.033970821321148564,510.7816617488861,results/videos/p1_C_Guidance_Only_456.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",D: All Combined,42,33.935691833496094,0.7924101250618582,0.16759993494660766,510.1792676448822,results/videos/p1_D_All_Combined_42.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",D: All Combined,123,35.00218963623047,0.8964041872613975,0.07377446242780597,511.72921776771545,results/videos/p1_D_All_Combined_123.mp4
1,"A golden retriever running through a field of wildflowers, sunny day",D: All Combined,456,37.222618103027344,0.9537015290625653,0.030642224182547244,508.67315340042114,results/videos/p1_D_All_Combined_456.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",Baseline,42,30.896942138671875,0.9837403967147542,0.02052976692923241,511.7313108444214,results/videos/p2_Baseline_42.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",Baseline,123,28.9537353515625,0.9844903179177247,0.022340081942578156,524.925261259079,results/videos/p2_Baseline_123.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",Baseline,456,30.23992347717285,0.9882702701485305,0.016609148174110386,528.1120464801788,results/videos/p2_Baseline_456.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",A: Scheduler Only,42,29.005006790161133,0.9820343087781375,0.0180393998787083,521.3302450180054,results/videos/p2_A_Scheduler_Only_42.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",A: Scheduler Only,123,29.83382225036621,0.9887267249173394,0.01269785376024191,525.2680249214172,results/videos/p2_A_Scheduler_Only_123.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",A: Scheduler Only,456,30.429866790771484,0.9880889555151925,0.016388559386272122,508.5537519454956,results/videos/p2_A_Scheduler_Only_456.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",B: Neg Prompt Only,42,28.313899993896484,0.9814102424172623,0.01749814415557517,508.8258969783783,results/videos/p2_B_Neg_Prompt_Only_42.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",B: Neg Prompt Only,123,30.070104598999023,0.985677193403378,0.016310475542451495,470.8472332954407,results/videos/p2_B_Neg_Prompt_Only_123.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",B: Neg Prompt Only,456,30.93934440612793,0.9840751431749509,0.018416718321128026,454.36026668548584,results/videos/p2_B_Neg_Prompt_Only_456.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",C: Guidance Only,42,28.746505737304688,0.9840543269602072,0.019590139889192802,453.6326620578766,results/videos/p2_C_Guidance_Only_42.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",C: Guidance Only,123,32.656864166259766,0.9863725336831181,0.018327005242032034,456.0560395717621,results/videos/p2_C_Guidance_Only_123.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",C: Guidance Only,456,31.46640396118164,0.988043508035174,0.016576418152975815,452.98016119003296,results/videos/p2_C_Guidance_Only_456.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",D: All Combined,42,28.385757446289062,0.9807273322474364,0.016529241887231667,458.53472089767456,results/videos/p2_D_All_Combined_42.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",D: All Combined,123,29.54521942138672,0.9860347862162434,0.016453632532998367,461.3730363845825,results/videos/p2_D_All_Combined_123.mp4
2,"Ocean waves crashing on a rocky coastline during a storm, dramatic lighting",D: All Combined,456,31.37933921813965,0.9868252722302557,0.014570522915433955,449.65695214271545,results/videos/p2_D_All_Combined_456.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",Baseline,42,29.503013610839844,0.9461456573979687,0.07803308649885433,458.2507336139679,results/videos/p3_Baseline_42.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",Baseline,123,32.040016174316406,0.9475962440667126,0.04314657669790365,466.52584886550903,results/videos/p3_Baseline_123.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",Baseline,456,31.845754623413086,0.9464092654721221,0.03649928189676117,452.8995506763458,results/videos/p3_Baseline_456.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",A: Scheduler Only,42,29.104211807250977,0.9328902207451748,0.0866803437885311,450.62853717803955,results/videos/p3_A_Scheduler_Only_42.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",A: Scheduler Only,123,31.814395904541016,0.955848454375346,0.03721428114955348,451.5774323940277,results/videos/p3_A_Scheduler_Only_123.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",A: Scheduler Only,456,31.132701873779297,0.9487963487969464,0.040191313027645705,452.5673613548279,results/videos/p3_A_Scheduler_Only_456.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",B: Neg Prompt Only,42,28.563356399536133,0.9282756182681978,0.08167085192959618,452.8864092826843,results/videos/p3_B_Neg_Prompt_Only_42.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",B: Neg Prompt Only,123,33.539432525634766,0.9887356838474957,0.0070406615828957275,458.3044834136963,results/videos/p3_B_Neg_Prompt_Only_123.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",B: Neg Prompt Only,456,31.14120864868164,0.9535318353690769,0.026759549820174772,452.6956379413605,results/videos/p3_B_Neg_Prompt_Only_456.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",C: Guidance Only,42,30.9290771484375,0.9386914449078637,0.06954966570009236,451.039865732193,results/videos/p3_C_Guidance_Only_42.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",C: Guidance Only,123,33.70329666137695,0.9664635546687903,0.030893858125502313,450.7076692581177,results/videos/p3_C_Guidance_Only_123.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",C: Guidance Only,456,31.88064193725586,0.9450359593427458,0.04034570904655589,451.0977249145508,results/videos/p3_C_Guidance_Only_456.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",D: All Combined,42,27.460670471191406,0.9260997291126335,0.07250182925620013,451.0702791213989,results/videos/p3_D_All_Combined_42.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",D: All Combined,123,31.7066650390625,0.9882256608230998,0.0077344779339101576,452.0085644721985,results/videos/p3_D_All_Combined_123.mp4
3,"A butterfly landing on a flower in a garden, macro shot, soft focus background",D: All Combined,456,31.58462142944336,0.9591444388042802,0.025107858150645538,451.5291316509247,results/videos/p3_D_All_Combined_456.mp4
4,A busy city street at night with neon signs and rain reflections,Baseline,42,32.783992767333984,0.9140904998370835,0.06987564195016469,451.73505878448486,results/videos/p4_Baseline_42.mp4
4,A busy city street at night with neon signs and rain reflections,Baseline,123,30.816650390625,0.9404491012175354,0.05430974678515836,451.76659393310547,results/videos/p4_Baseline_123.mp4
4,A busy city street at night with neon signs and rain reflections,Baseline,456,31.396093368530273,0.9560647043840695,0.026235346113228135,451.47557854652405,results/videos/p4_Baseline_456.mp4
4,A busy city street at night with neon signs and rain reflections,A: Scheduler Only,42,32.31996154785156,0.914879465908992,0.07254487883161616,451.458975315094,results/videos/p4_A_Scheduler_Only_42.mp4
4,A busy city street at night with neon signs and rain reflections,A: Scheduler Only,123,31.273860931396484,0.9394480585970991,0.05715405414984734,451.2038035392761,results/videos/p4_A_Scheduler_Only_123.mp4
4,A busy city street at night with neon signs and rain reflections,A: Scheduler Only,456,31.407060623168945,0.9542082973752807,0.02874647205074628,451.02937841415405,results/videos/p4_A_Scheduler_Only_456.mp4
4,A busy city street at night with neon signs and rain reflections,B: Neg Prompt Only,42,32.857357025146484,0.9352715779618295,0.06976892057530305,451.3231954574585,results/videos/p4_B_Neg_Prompt_Only_42.mp4
4,A busy city street at night with neon signs and rain reflections,B: Neg Prompt Only,123,32.77605056762695,0.9300237002889007,0.07288823095667693,451.21462321281433,results/videos/p4_B_Neg_Prompt_Only_123.mp4
4,A busy city street at night with neon signs and rain reflections,B: Neg Prompt Only,456,31.824371337890625,0.9684315430110515,0.024299130499087,451.82427310943604,results/videos/p4_B_Neg_Prompt_Only_456.mp4
4,A busy city street at night with neon signs and rain reflections,C: Guidance Only,42,33.97635269165039,0.8773875025972111,0.10352953868331732,450.4692199230194,results/videos/p4_C_Guidance_Only_42.mp4
4,A busy city street at night with neon signs and rain reflections,C: Guidance Only,123,32.82170486450195,0.9606873654018776,0.020296031298736732,451.35421919822693,results/videos/p4_C_Guidance_Only_123.mp4
4,A busy city street at night with neon signs and rain reflections,C: Guidance Only,456,31.79637336730957,0.9546625720887894,0.021343881626509957,450.4704682826996,results/videos/p4_C_Guidance_Only_456.mp4
4,A busy city street at night with neon signs and rain reflections,D: All Combined,42,33.93964385986328,0.9499048680400161,0.0473010841826046,451.5301492214203,results/videos/p4_D_All_Combined_42.mp4
4,A busy city street at night with neon signs and rain reflections,D: All Combined,123,33.586631774902344,0.9347656345940114,0.06283180453573112,453.9058632850647,results/videos/p4_D_All_Combined_123.mp4
4,A busy city street at night with neon signs and rain reflections,D: All Combined,456,32.1258659362793,0.9710227935863277,0.021301280103485892,451.197988986969,results/videos/p4_D_All_Combined_456.mp4
